imo,anc_before_jit,anc_after_jit,emission_range,anc_savings_after_jit,savings_range
9419618,9.17389728993228,9.17389728993228,1-10,0.0,Zero
9419620,8.548081477713275,8.548081477713275,1-10,0.0,Zero
9419668,5.0761850758224005,5.0761850758224005,1-10,0.0,Zero
9419670,4.843647745286701,4.843647745286701,1-10,0.0,Zero
9419888,5.932964947415454,5.932964947415454,1-10,0.0,Zero
9419955,9.62063823800348,9.62063823800348,1-10,0.0,Zero
9420291,3.8180557964468496,3.8180557964468496,1-10,0.0,Zero
9420590,33.35717842394371,33.35717842394371,10-50,0.0,Zero
9420605,3.3355318768787523,3.3355318768787523,1-10,0.0,Zero
9420837,26.30572557400637,26.30572557400637,10-50,0.0,Zero
9420849,33.35852445648385,33.35852445648385,10-50,0.0,Zero
9421271,37.4042058998903,37.4042058998903,10-50,0.0,Zero
9421843,51.38218946303541,51.38218946303541,50-100,0.0,Zero
9421972,7.300223970290959,7.300223970290959,1-10,0.0,Zero
9422158,50.28052995579692,50.28052995579692,50-100,0.0,Zero
9422495,4.421146136946609,4.421146136946609,1-10,0.0,Zero
9422615,14.598775804129998,14.598775804129998,10-50,0.0,Zero
9423267,23.330470085715948,23.330470085715948,10-50,0.0,Zero
9423504,5.931837981664335,5.931837981664335,1-10,0.0,Zero
9424091,13.471883044187624,13.471883044187624,10-50,0.0,Zero
9424118,27.85835071287976,27.85835071287976,10-50,0.0,Zero
9424211,5.4949396421838745,5.4949396421838745,1-10,0.0,Zero
9424522,25.207609724542294,25.207609724542294,10-50,0.0,Zero
9424649,50.0575911912468,50.0575911912468,50-100,0.0,Zero
9425045,85.5182731389355,42.7001158775547,10-50,42.8181572613808,10-50
9425057,2.5335661841619,2.5335661841619,1-10,0.0,Zero
9425069,2.1874963374599,2.1874963374599,1-10,0.0,Zero
9425186,7.80916320751195,7.80916320751195,1-10,0.0,Zero
9425277,13.9731768278989,13.9731768278989,10-50,0.0,Zero
9425461,39.9561689338744,39.9561689338744,10-50,0.0,Zero
9426104,2.5229183598121083,2.5229183598121083,1-10,0.0,Zero
9426142,2.07033026488365,2.07033026488365,1-10,0.0,Zero
9426257,1.2730362766505998,1.2730362766505998,1-10,0.0,Zero
9426324,16.202761753581285,16.202761753581285,10-50,0.0,Zero
9426374,71.00189761722599,71.00189761722599,50-100,0.0,Zero
9426594,72.6196422630525,72.6196422630525,50-100,0.0,Zero
9427330,2.4494183525544,2.4494183525544,1-10,0.0,Zero
9427897,2.32178176855,2.32178176855,1-10,0.0,Zero
9428308,88.52618945385,54.76385629508775,50-100,33.762333158762246,10-50
9428310,5.147438188139249,5.147438188139249,1-10,0.0,Zero
9428358,37.15608261795739,37.15608261795739,10-50,0.0,Zero
9429039,38.48723149044302,38.48723149044302,10-50,0.0,Zero
9429065,20.438648564728,20.438648564728,10-50,0.0,Zero
9429302,10.033300002886447,10.033300002886447,10-50,0.0,Zero
9429869,3.7380341865221474,3.7380341865221474,1-10,0.0,Zero
9430442,4.122072180770999,4.122072180770999,1-10,0.0,Zero
9430674,2.0479447320702,2.0479447320702,1-10,0.0,Zero
9430686,74.12533249715695,74.12533249715695,50-100,0.0,Zero
9430765,11.0414116909228,11.0414116909228,10-50,0.0,Zero
9430789,7.691522255135399,7.691522255135399,1-10,0.0,Zero
9431109,17.5660098310242,17.5660098310242,10-50,0.0,Zero
9431214,3.7022854317416,3.7022854317416,1-10,0.0,Zero
9431240,17.159288023067916,17.159288023067916,10-50,0.0,Zero
9431252,15.522154058839837,15.522154058839837,10-50,0.0,Zero
9431343,6.7063538531794,6.7063538531794,1-10,0.0,Zero
9431381,10.149237916122,10.149237916122,10-50,0.0,Zero
9431680,10.5232267951538,10.5232267951538,10-50,0.0,Zero
9431757,7.934585893621199,7.934585893621199,1-10,0.0,Zero
9431886,27.7110896610394,27.7110896610394,10-50,0.0,Zero
9433509,39.72240444441427,39.72240444441427,10-50,0.0,Zero
9433793,16.1764348085052,16.1764348085052,10-50,0.0,Zero
9433860,2.420295217504,2.420295217504,1-10,0.0,Zero
9434096,5.46002614756,5.46002614756,1-10,0.0,Zero
9434204,5.236241293665,5.236241293665,1-10,0.0,Zero
9434242,2.1781584477380003,2.1781584477380003,1-10,0.0,Zero
9434319,5.212174603696973,5.212174603696973,1-10,0.0,Zero
9434400,4.366703039171719,4.366703039171719,1-10,0.0,Zero
9434436,48.45892040363979,48.45892040363979,10-50,0.0,Zero
9434498,2.358520572471,2.358520572471,1-10,0.0,Zero
9434527,30.21672313451046,30.21672313451046,10-50,0.0,Zero
9434553,35.78025266644072,35.78025266644072,10-50,0.0,Zero
9434565,5.633397470420326,5.633397470420326,1-10,0.0,Zero
9434668,6.246014478132749,6.246014478132749,1-10,0.0,Zero
9434694,7.434369915374999,7.434369915374999,1-10,0.0,Zero
9435533,7.25396132003445,7.25396132003445,1-10,0.0,Zero
9435569,103.2236219868916,103.2236219868916,100+,0.0,Zero
9435600,3.8399396374561,3.8399396374561,1-10,0.0,Zero
9435612,5.6930782579729495,5.6930782579729495,1-10,0.0,Zero
9435686,8.3748147290865,8.3748147290865,1-10,0.0,Zero
9436082,9.601258300772344,9.601258300772344,1-10,0.0,Zero
9436355,24.3992464587861,24.3992464587861,10-50,0.0,Zero
9436965,3.9317297379855,3.9317297379855,1-10,0.0,Zero
9437189,8.001459694305,8.001459694305,1-10,0.0,Zero
9438315,2.5053258316905,2.5053258316905,1-10,0.0,Zero
9438327,4.757183377737499,4.757183377737499,1-10,0.0,Zero
9438523,14.19047689165854,14.19047689165854,10-50,0.0,Zero
9438535,8.650789106839383,8.650789106839383,1-10,0.0,Zero
9439204,4.0259954448829,4.0259954448829,1-10,0.0,Zero
9439589,12.561309679547389,12.561309679547389,10-50,0.0,Zero
9439773,9.07553657402184,9.07553657402184,1-10,0.0,Zero
9439838,4.4018314908237,4.4018314908237,1-10,0.0,Zero
9440538,49.26062338852728,49.26062338852728,10-50,0.0,Zero
9440667,7.2862198169085,7.2862198169085,1-10,0.0,Zero
9440784,14.187471318670374,14.187471318670374,10-50,0.0,Zero
9440813,19.198632595584,19.198632595584,10-50,0.0,Zero
9441398,14.7931774571344,14.7931774571344,10-50,0.0,Zero
9441764,10.70667532065985,10.70667532065985,10-50,0.0,Zero
9442158,5.58761122072402,5.58761122072402,1-10,0.0,Zero
9442172,7.0865303704393,7.0865303704393,1-10,0.0,Zero
9442469,32.57791414547819,32.57791414547819,10-50,0.0,Zero
9442550,83.34695948846189,35.2442322433982,10-50,48.10272724506369,10-50
9442665,4.9140236387803,4.9140236387803,1-10,0.0,Zero
9443401,23.8771845260579,23.8771845260579,10-50,0.0,Zero
9444027,43.804590438548914,43.804590438548914,10-50,0.0,Zero
9444182,44.559963486707495,44.559963486707495,10-50,0.0,Zero
9444211,20.090979535659,20.090979535659,10-50,0.0,Zero
9444962,4.996924453624278,4.996924453624278,1-10,0.0,Zero
9445174,14.833972609914198,14.833972609914198,10-50,0.0,Zero
9445215,45.61232134505566,45.61232134505566,10-50,0.0,Zero
9445227,37.00352026618475,37.00352026618475,10-50,0.0,Zero
9445241,15.265578948670749,15.265578948670749,10-50,0.0,Zero
9445459,10.36190802866115,10.36190802866115,10-50,0.0,Zero
9445461,10.289857789109774,10.289857789109774,10-50,0.0,Zero
9445473,81.1417861981857,81.1417861981857,50-100,0.0,Zero
9445538,7.713453702818135,7.713453702818135,1-10,0.0,Zero
9446075,28.4591592638873,28.4591592638873,10-50,0.0,Zero
9446439,6.201605161546137,6.201605161546137,1-10,0.0,Zero
9446477,6.000087730937999,6.000087730937999,1-10,0.0,Zero
9446489,5.168283991289999,5.168283991289999,1-10,0.0,Zero
9446506,24.68903945231693,24.68903945231693,10-50,0.0,Zero
9447184,52.799916962477845,52.799916962477845,50-100,0.0,Zero
9447574,10.698249746992234,10.698249746992234,10-50,0.0,Zero
9448059,41.737488350592216,41.737488350592216,10-50,0.0,Zero
9448229,14.048146565512598,14.048146565512598,10-50,0.0,Zero
9448372,6.16881434677695,6.16881434677695,1-10,0.0,Zero
9448384,12.6491643613038,12.6491643613038,10-50,0.0,Zero
9448554,5.272945121930977,5.272945121930977,1-10,0.0,Zero
9448750,30.22771494051814,30.22771494051814,10-50,0.0,Zero
9449106,5.4921219178254,5.4921219178254,1-10,0.0,Zero
9449546,8.113403943663199,8.113403943663199,1-10,0.0,Zero
9449558,50.539910951712,50.539910951712,50-100,0.0,Zero
9449819,11.0636062014555,11.0636062014555,10-50,0.0,Zero
9449857,9.801822382362598,9.801822382362598,1-10,0.0,Zero
9450222,2.376719617529249,2.376719617529249,1-10,0.0,Zero
9450296,12.26273275190085,12.26273275190085,10-50,0.0,Zero
9450571,8.622835247920824,8.622835247920824,1-10,0.0,Zero
9450600,82.0300680993453,82.0300680993453,50-100,0.0,Zero
9450947,5.383586983466756,5.383586983466756,1-10,0.0,Zero
9451769,3.60800060671968,3.60800060671968,1-10,0.0,Zero
9451927,11.565960887412,11.565960887412,10-50,0.0,Zero
9451939,8.133616379457,8.133616379457,1-10,0.0,Zero
9451965,12.5498233434231,12.5498233434231,10-50,0.0,Zero
9453559,17.22955267059,17.22955267059,10-50,0.0,Zero
9453858,4.4309907637924,4.4309907637924,1-10,0.0,Zero
9453963,4.17898108295395,4.17898108295395,1-10,0.0,Zero
9454199,28.74955562881922,28.74955562881922,10-50,0.0,Zero
9454400,22.538004095549,22.538004095549,10-50,0.0,Zero
9454486,142.20201584940318,142.20201584940318,100+,0.0,Zero
9454668,5.550686532253296,5.550686532253296,1-10,0.0,Zero
9454711,2.8827925349594,2.8827925349594,1-10,0.0,Zero
9454723,4.3266676940724,4.3266676940724,1-10,0.0,Zero
9455375,25.4363645489784,25.4363645489784,10-50,0.0,Zero
9455686,4.518186116117888,4.518186116117888,1-10,0.0,Zero
9455789,2.8662495285531,2.8662495285531,1-10,0.0,Zero
9456989,12.8265674157882,12.8265674157882,10-50,0.0,Zero
9457220,49.315967348226,49.315967348226,10-50,0.0,Zero
9457452,9.5403350820507,9.5403350820507,1-10,0.0,Zero
9457610,5.478194555929683,5.478194555929683,1-10,0.0,Zero
9457737,5.742473590442364,5.742473590442364,1-10,0.0,Zero
9458614,122.38289477694204,122.38289477694204,100+,0.0,Zero
9459424,98.02155955854924,31.22493667001016,10-50,66.79662288853908,50-100
9459527,4.5137244815651165,4.5137244815651165,1-10,0.0,Zero
9459682,2.3032925073941994,2.3032925073941994,1-10,0.0,Zero
9459917,18.3517831886724,18.3517831886724,10-50,0.0,Zero
9460033,27.186238575163205,27.186238575163205,10-50,0.0,Zero
9460564,54.04838754067614,54.04838754067614,50-100,0.0,Zero
9460629,2.00066298192,2.00066298192,1-10,0.0,Zero
9460722,25.089408477587178,25.089408477587178,10-50,0.0,Zero
9461099,22.493342937942828,22.493342937942828,10-50,0.0,Zero
9461142,12.6020601214561,12.6020601214561,10-50,0.0,Zero
9461403,18.26720265779256,18.26720265779256,10-50,0.0,Zero
9461439,16.89659265016322,16.89659265016322,10-50,0.0,Zero
9461635,6.28432109543595,6.28432109543595,1-10,0.0,Zero
9462081,4.42885454652515,4.42885454652515,1-10,0.0,Zero
9462483,2.548951970861921,2.548951970861921,1-10,0.0,Zero
9462495,2.617129489497878,2.617129489497878,1-10,0.0,Zero
9463085,178.8916529424422,178.8916529424422,100+,0.0,Zero
9463310,10.6812122360944,10.6812122360944,10-50,0.0,Zero
9463346,22.4493536488834,22.4493536488834,10-50,0.0,Zero
9464572,25.51476947190075,25.51476947190075,10-50,0.0,Zero
9464663,50.71980086194864,50.71980086194864,50-100,0.0,Zero
9465241,13.26259482084,13.26259482084,10-50,0.0,Zero
9466984,27.2892878786418,27.2892878786418,10-50,0.0,Zero
9467299,19.686114567598494,19.686114567598494,10-50,0.0,Zero
9467665,50.12805923113324,50.12805923113324,50-100,0.0,Zero
9467744,11.0975818853066,11.0975818853066,10-50,0.0,Zero
9468293,22.6768079321659,22.6768079321659,10-50,0.0,Zero
9468310,13.2364378564503,13.2364378564503,10-50,0.0,Zero
9468360,3.1415835862467,3.1415835862467,1-10,0.0,Zero
9469259,5.635853966082148,5.635853966082148,1-10,0.0,Zero
9469637,5.233248326896844,5.233248326896844,1-10,0.0,Zero
9469649,54.88198893616554,54.88198893616554,50-100,0.0,Zero
9469869,14.34307129138494,14.34307129138494,10-50,0.0,Zero
9469962,6.68411010605772,6.68411010605772,1-10,0.0,Zero
9470545,10.997620519257405,10.997620519257405,10-50,0.0,Zero
9470662,4.113507176205,4.113507176205,1-10,0.0,Zero
9470832,18.78210448212993,18.78210448212993,10-50,0.0,Zero
9471185,5.3708949923976,5.3708949923976,1-10,0.0,Zero
9471226,13.5891228497746,13.5891228497746,10-50,0.0,Zero
9471408,24.0359486808509,24.0359486808509,10-50,0.0,Zero
9471434,5.15302340409,5.15302340409,1-10,0.0,Zero
9471642,1.6886887180055123,1.6886887180055123,1-10,0.0,Zero
9472206,10.847415291289598,10.847415291289598,10-50,0.0,Zero
9472763,8.677836942788304,8.677836942788304,1-10,0.0,Zero
9473028,22.638403185577832,22.638403185577832,10-50,0.0,Zero
9473561,56.47094547935669,56.47094547935669,50-100,0.0,Zero
9473767,10.599519217859738,10.599519217859738,10-50,0.0,Zero
9473834,6.102593299164777,6.102593299164777,1-10,0.0,Zero
9474553,4.264259337259475,4.264259337259475,1-10,0.0,Zero
9474591,26.4658849862711,26.4658849862711,10-50,0.0,Zero
9475686,16.34156822794829,16.34156822794829,10-50,0.0,Zero
9476525,20.41213158824957,20.41213158824957,10-50,0.0,Zero
9476642,48.59500660256534,48.59500660256534,10-50,0.0,Zero
9476654,3.0632690081201,3.0632690081201,1-10,0.0,Zero
9476836,33.70284865521367,33.70284865521367,10-50,0.0,Zero
9477414,4.1292910743744,4.1292910743744,1-10,0.0,Zero
9477529,37.31016228482241,37.31016228482241,10-50,0.0,Zero
9477830,85.87545931663784,85.87545931663784,50-100,0.0,Zero
9477933,20.23852829545581,20.23852829545581,10-50,0.0,Zero
9478042,14.158519149885947,14.158519149885947,10-50,0.0,Zero
9478107,2.4986167370782497,2.4986167370782497,1-10,0.0,Zero
9478523,17.936720995567374,17.936720995567374,10-50,0.0,Zero
9478664,131.38738029518015,131.38738029518015,100+,0.0,Zero
9478676,9.13696507926378,9.13696507926378,1-10,0.0,Zero
9478717,8.454556066139999,8.454556066139999,1-10,0.0,Zero
9478729,5.231397328944599,5.231397328944599,1-10,0.0,Zero
9478810,10.54602125871606,10.54602125871606,10-50,0.0,Zero
9479008,26.909798371822383,26.909798371822383,10-50,0.0,Zero
9479046,1.5292555495083298,1.5292555495083298,1-10,0.0,Zero
9479216,29.69150513960793,29.69150513960793,10-50,0.0,Zero
9479321,24.728167583590928,24.728167583590928,10-50,0.0,Zero
9480095,4.7670742517928,4.7670742517928,1-10,0.0,Zero
9480954,18.777758662186976,18.777758662186976,10-50,0.0,Zero
9481051,2.7870238721753995,2.7870238721753995,1-10,0.0,Zero
9481520,9.8282454532416,9.8282454532416,1-10,0.0,Zero
9481702,3.637226689002485,3.637226689002485,1-10,0.0,Zero
9482079,2.5605366226304,2.5605366226304,1-10,0.0,Zero
9482122,2.3935755719494503,2.3935755719494503,1-10,0.0,Zero
9482483,23.34810723780808,23.34810723780808,10-50,0.0,Zero
9482550,7.768279114122374,7.768279114122374,1-10,0.0,Zero
9482861,11.105397955360498,11.105397955360498,10-50,0.0,Zero
9483487,6.5267623881,6.5267623881,1-10,0.0,Zero
9483827,34.43941388063794,34.43941388063794,10-50,0.0,Zero
9484003,10.119756369225,10.119756369225,10-50,0.0,Zero
9484340,10.4567473322823,10.4567473322823,10-50,0.0,Zero
9484481,15.13514305369,15.13514305369,10-50,0.0,Zero
9484508,8.547861839712,8.547861839712,1-10,0.0,Zero
9484558,9.84690009041355,9.84690009041355,1-10,0.0,Zero
9485538,30.7184795916718,30.7184795916718,10-50,0.0,Zero
9485863,5.146010219704838,5.146010219704838,1-10,0.0,Zero
9486025,18.2832370819746,18.2832370819746,10-50,0.0,Zero
9486075,11.1034706703687,11.1034706703687,10-50,0.0,Zero
9486544,6.396883725194706,6.396883725194706,1-10,0.0,Zero
9487043,2.123032464332175,2.123032464332175,1-10,0.0,Zero
9487952,9.485044173028,9.485044173028,1-10,0.0,Zero
9488061,25.2911556107658,25.2911556107658,10-50,0.0,Zero
9490648,17.450251441640848,17.450251441640848,10-50,0.0,Zero
9490818,6.0489352809207,6.0489352809207,1-10,0.0,Zero
9492232,27.990836835110127,27.990836835110127,10-50,0.0,Zero
9492517,4.330934511863,4.330934511863,1-10,0.0,Zero
9493042,74.78631563525428,25.2025294326729,10-50,49.58378620258138,10-50
9493066,35.982749852181406,35.982749852181406,10-50,0.0,Zero
9493119,14.587893309835598,14.587893309835598,10-50,0.0,Zero
9493121,9.6509025932956,9.6509025932956,1-10,0.0,Zero
9493640,21.6383926920616,21.6383926920616,10-50,0.0,Zero
9493951,19.39391818895848,19.39391818895848,10-50,0.0,Zero
9494101,2.3723761258856,2.3723761258856,1-10,0.0,Zero
9494280,8.708146648433699,8.708146648433699,1-10,0.0,Zero
9494400,20.66612345107493,20.66612345107493,10-50,0.0,Zero
9494541,7.481068858931096,7.481068858931096,1-10,0.0,Zero
9494589,26.407676761662,26.407676761662,10-50,0.0,Zero
9494606,13.0583261384478,13.0583261384478,10-50,0.0,Zero
9494670,7.111600931930611,7.111600931930611,1-10,0.0,Zero
9494876,63.18413803616325,63.18413803616325,50-100,0.0,Zero
9495404,2.6299523708459995,2.6299523708459995,1-10,0.0,Zero
9496628,15.7444080087784,15.7444080087784,10-50,0.0,Zero
9497323,38.1758427363661,38.1758427363661,10-50,0.0,Zero
9497335,28.4168042826156,28.4168042826156,10-50,0.0,Zero
9497854,26.374859279546563,26.374859279546563,10-50,0.0,Zero
9498327,47.046322400862834,47.046322400862834,10-50,0.0,Zero
9498365,27.269416686534,27.269416686534,10-50,0.0,Zero
9498389,6.5827409243452495,6.5827409243452495,1-10,0.0,Zero
9498559,23.20374314689813,23.20374314689813,10-50,0.0,Zero
9499618,26.4375350543055,26.4375350543055,10-50,0.0,Zero
9500091,25.13081928756344,25.13081928756344,10-50,0.0,Zero
9500704,33.21662130058293,33.21662130058293,10-50,0.0,Zero
9500716,66.9503705932814,66.9503705932814,50-100,0.0,Zero
9500754,22.0498541549156,22.0498541549156,10-50,0.0,Zero
9500924,6.622971901800346,6.622971901800346,1-10,0.0,Zero
9501356,12.732919232790898,12.732919232790898,10-50,0.0,Zero
9501629,9.6713371554142,9.6713371554142,1-10,0.0,Zero
9502958,20.315304084459378,20.315304084459378,10-50,0.0,Zero
9503201,35.6198815590984,35.6198815590984,10-50,0.0,Zero
9503249,19.9062294622245,19.9062294622245,10-50,0.0,Zero
9503689,4.7707430453225,4.7707430453225,1-10,0.0,Zero
9503782,21.352572581515453,21.352572581515453,10-50,0.0,Zero
9504023,49.8980906071451,49.8980906071451,10-50,0.0,Zero
9504308,6.78563707588326,6.78563707588326,1-10,0.0,Zero
9505041,95.84296684801754,95.84296684801754,50-100,0.0,Zero
9505106,4.48411159612,4.48411159612,1-10,0.0,Zero
9507506,4.7713637485116,4.7713637485116,1-10,0.0,Zero
9507960,27.63805446185938,27.63805446185938,10-50,0.0,Zero
9508158,28.4845328881352,28.4845328881352,10-50,0.0,Zero
9508469,21.45543197546445,21.45543197546445,10-50,0.0,Zero
9508706,2.21286031298959,2.21286031298959,1-10,0.0,Zero
9508938,66.3258422764275,66.3258422764275,50-100,0.0,Zero
9509413,45.918310472905496,45.918310472905496,10-50,0.0,Zero
9509449,4.284957253662864,4.284957253662864,1-10,0.0,Zero
9509528,25.57891798605375,25.57891798605375,10-50,0.0,Zero
9509700,2.7519191804098804,2.7519191804098804,1-10,0.0,Zero
9509786,4.712029313762399,4.712029313762399,1-10,0.0,Zero
9509841,95.952191480577,20.1207265531875,10-50,75.8314649273895,50-100
9509968,38.7974511996072,38.7974511996072,10-50,0.0,Zero
9510474,25.862522614359055,25.862522614359055,10-50,0.0,Zero
9510486,70.93284059878589,70.93284059878589,50-100,0.0,Zero
9510541,8.154062387016,8.154062387016,1-10,0.0,Zero
9510682,2.604622046521926,2.604622046521926,1-10,0.0,Zero
9511014,2.231623865184339,2.231623865184339,1-10,0.0,Zero
9511105,44.05986293042892,44.05986293042892,10-50,0.0,Zero
9511143,41.30407269754151,41.30407269754151,10-50,0.0,Zero
9511234,28.8708673702592,28.8708673702592,10-50,0.0,Zero
9511246,2.37778708500626,2.37778708500626,1-10,0.0,Zero
9511416,34.24538588840995,34.24538588840995,10-50,0.0,Zero
9512111,5.548330369653499,5.548330369653499,1-10,0.0,Zero
9512123,5.559865360027,5.559865360027,1-10,0.0,Zero
9512202,3.2124683470937967,3.2124683470937967,1-10,0.0,Zero
9512343,27.79410789719987,27.79410789719987,10-50,0.0,Zero
9512630,7.749515349975026,7.749515349975026,1-10,0.0,Zero
9512941,21.7405877576776,21.7405877576776,10-50,0.0,Zero
9513115,81.74692945402393,81.74692945402393,50-100,0.0,Zero
9513402,58.91880135973442,58.91880135973442,50-100,0.0,Zero
9513751,24.62923956329955,24.62923956329955,10-50,0.0,Zero
9513919,10.19636133768,10.19636133768,10-50,0.0,Zero
9514303,43.254964599012446,43.254964599012446,10-50,0.0,Zero
9514339,3.779110315590841,3.779110315590841,1-10,0.0,Zero
9514559,86.60393585221551,86.60393585221551,50-100,0.0,Zero
9514561,138.13956573662458,138.13956573662458,100+,0.0,Zero
9515096,15.187784446586992,15.187784446586992,10-50,0.0,Zero
9515266,24.276179229474486,24.276179229474486,10-50,0.0,Zero
9515424,3.001067596527,3.001067596527,1-10,0.0,Zero
9515929,7.504866552118194,7.504866552118194,1-10,0.0,Zero
9515931,10.752958006795636,10.752958006795636,10-50,0.0,Zero
9516492,33.07610083124503,33.07610083124503,10-50,0.0,Zero
9516739,11.706848475609307,11.706848475609307,10-50,0.0,Zero
9516935,138.55717144274328,138.55717144274328,100+,0.0,Zero
9516959,8.29092365685864,8.29092365685864,1-10,0.0,Zero
9517032,56.4148605958944,56.4148605958944,50-100,0.0,Zero
9518189,12.352321283817842,12.352321283817842,10-50,0.0,Zero
9518347,7.5163650504006,7.5163650504006,1-10,0.0,Zero
9519341,24.309595065967,24.309595065967,10-50,0.0,Zero
9521887,2.2206766691795,2.2206766691795,1-10,0.0,Zero
9522099,4.379188772605883,4.379188772605883,1-10,0.0,Zero
9522180,10.381084266980876,10.381084266980876,10-50,0.0,Zero
9522659,22.69992039245299,22.69992039245299,10-50,0.0,Zero
9522697,21.64297051955957,21.64297051955957,10-50,0.0,Zero
9522788,4.4242414511743,4.4242414511743,1-10,0.0,Zero
9523005,12.162894599196848,12.162894599196848,10-50,0.0,Zero
9523043,9.473346615010298,9.473346615010298,1-10,0.0,Zero
9523249,80.0910254609655,66.45321499004253,50-100,13.637810470922972,10-50
9523495,18.130530204175024,18.130530204175024,10-50,0.0,Zero
9523574,23.37136385818594,23.37136385818594,10-50,0.0,Zero
9524449,51.85234813913558,51.85234813913558,50-100,0.0,Zero
9524695,29.825915759441457,29.825915759441457,10-50,0.0,Zero
9524970,10.099515230820709,10.099515230820709,10-50,0.0,Zero
9525376,11.4571555500835,11.4571555500835,10-50,0.0,Zero
9525467,10.249502093551998,10.249502093551998,10-50,0.0,Zero
9525766,2.53804257008575,2.53804257008575,1-10,0.0,Zero
9525900,12.9762451626192,12.9762451626192,10-50,0.0,Zero
9526461,10.840154301637243,10.840154301637243,10-50,0.0,Zero
9526887,17.03148296589,17.03148296589,10-50,0.0,Zero
9526904,14.0247838947573,14.0247838947573,10-50,0.0,Zero
9526930,170.3632130326887,170.3632130326887,100+,0.0,Zero
9528158,23.6960977496923,23.6960977496923,10-50,0.0,Zero
9528184,1.1824466653678989,1.1824466653678989,1-10,0.0,Zero
9528366,10.997237687821878,10.997237687821878,10-50,0.0,Zero
9528536,7.6237985245256,7.6237985245256,1-10,0.0,Zero
9529944,2.499780621793,2.499780621793,1-10,0.0,Zero
9530307,21.532403356976697,21.532403356976697,10-50,0.0,Zero
9531595,5.90344545252495,5.90344545252495,1-10,0.0,Zero
9531882,74.1769196934591,74.1769196934591,50-100,0.0,Zero
9532525,68.95690980037634,68.95690980037634,50-100,0.0,Zero
9532575,8.458726641553755,8.458726641553755,1-10,0.0,Zero
9532628,38.03206896545199,38.03206896545199,10-50,0.0,Zero
9532757,5.44225374189029,5.44225374189029,1-10,0.0,Zero
9532771,13.437310306818532,13.437310306818532,10-50,0.0,Zero
9532795,12.883364539468724,12.883364539468724,10-50,0.0,Zero
9534030,96.7794971621478,96.7794971621478,50-100,0.0,Zero
9534779,11.429604762081413,11.429604762081413,10-50,0.0,Zero
9534781,90.00173077226441,90.00173077226441,50-100,0.0,Zero
9534793,55.04832511794099,55.04832511794099,50-100,0.0,Zero
9534808,8.739147041303722,8.739147041303722,1-10,0.0,Zero
9534810,10.086143329913922,10.086143329913922,10-50,0.0,Zero
9534858,107.66601177770364,107.66601177770364,100+,0.0,Zero
9534975,11.814097359685087,11.814097359685087,10-50,0.0,Zero
9534999,4.3808811685470745,4.3808811685470745,1-10,0.0,Zero
9535010,32.335019975813246,32.335019975813246,10-50,0.0,Zero
9535058,143.99337226326608,143.99337226326608,100+,0.0,Zero
9535785,93.8421230175416,93.8421230175416,50-100,0.0,Zero
9535797,10.170017749026,10.170017749026,10-50,0.0,Zero
9536090,4.0902640301838,4.0902640301838,1-10,0.0,Zero
9536337,10.295238565120432,10.295238565120432,10-50,0.0,Zero
9536674,5.4214034029539,5.4214034029539,1-10,0.0,Zero
9536818,6.8839030489815,6.8839030489815,1-10,0.0,Zero
9536844,3.2849873241651,3.2849873241651,1-10,0.0,Zero
9537006,19.01491903394928,19.01491903394928,10-50,0.0,Zero
9537745,72.84221624869991,72.84221624869991,50-100,0.0,Zero
9537757,6.9179727425537445,6.9179727425537445,1-10,0.0,Zero
9537769,115.0164476114292,115.0164476114292,100+,0.0,Zero
9537848,5.630500155211144,5.630500155211144,1-10,0.0,Zero
9537903,22.38853860864927,22.38853860864927,10-50,0.0,Zero
9538361,18.01188926981735,18.01188926981735,10-50,0.0,Zero
9538983,13.440276158490567,13.440276158490567,10-50,0.0,Zero
9539016,41.88509957864895,41.88509957864895,10-50,0.0,Zero
9539523,4.661025015193969,4.661025015193969,1-10,0.0,Zero
9539913,6.447884228009999,6.447884228009999,1-10,0.0,Zero
9540118,384.1879959652326,384.1879959652326,100+,0.0,Zero
9540120,21.5950242227652,21.5950242227652,10-50,0.0,Zero
9540481,45.88255377255186,45.88255377255186,10-50,0.0,Zero
9540871,38.83334813839863,38.83334813839863,10-50,0.0,Zero
9541071,3.556870899507,3.556870899507,1-10,0.0,Zero
9541318,39.16774140657518,38.95252152269791,10-50,0.21521988387727475,0-1
9541825,37.4384081610708,37.4384081610708,10-50,0.0,Zero
9541875,4.046432849815748,4.046432849815748,1-10,0.0,Zero
9542166,2.3209214264525246,2.3209214264525246,1-10,0.0,Zero
9542855,31.8922600553869,31.8922600553869,10-50,0.0,Zero
9542879,15.4095309549772,15.4095309549772,10-50,0.0,Zero
9542984,78.8864160676752,78.8864160676752,50-100,0.0,Zero
9543263,1.4975137916423995,1.4975137916423995,1-10,0.0,Zero
9543615,18.591237012618738,18.591237012618738,10-50,0.0,Zero
9543794,52.687119444940194,52.687119444940194,50-100,0.0,Zero
9543885,14.060240374850668,14.060240374850668,10-50,0.0,Zero
9543914,21.724506642616277,21.724506642616277,10-50,0.0,Zero
9543926,14.363312361975,14.363312361975,10-50,0.0,Zero
9544918,5.24477095513495,5.24477095513495,1-10,0.0,Zero
9545211,7.061767312323499,7.061767312323499,1-10,0.0,Zero
9545297,35.09367555562908,35.09367555562908,10-50,0.0,Zero
